,homeTeam,awayTeam,homeOdds,drawOdds,awayOdds,homePastWins,homePastDraws,homePastLosses,awayPastWins,awayPastDraws,awayPastLosses,homeGoalDiff,awayGoalDiff,result,check
0,14,13,1.47,4.55,6.75,10,8,5,5,6,12,11,-15,1,BHA - SHU
1,19,17,2.3,3.45,3.1,4,6,13,4,4,15,-12,-21,0,BOU - BUR
2,18,15,2.12,3.45,3.5,5,5,13,9,5,9,-16,4,1,BRE - WOL
3,5,8,2.14,3.55,3.35,10,7,6,11,6,6,5,9,1,EVE - CRY
4,11,3,4,4.1,1.81,13,3,7,14,4,5,2,20,1,FUL - MCI
5,0,16,1.36,5.5,7.75,11,3,9,4,8,11,4,-9,0,LIV - LUT
6,9,4,2.04,4.05,3.25,16,1,6,15,3,5,25,12,1,MUN - NEW
7,10,7,3.75,4,1.9,6,4,13,11,5,7,-20,14,2,NOT - CHE
8,2,1,2.1,3.8,3.25,5,5,13,10,4,9,-15,3,0,TOT - AST
9,6,12,2.6,3.75,2.55,9,3,11,11,4,8,-9,8,0,WHU - ARS
0,14,7,2.21,3.7,3.1,12,9,5,14,5,7,14,19,2,BHA - CHE
1,19,6,3.45,3.6,2.08,5,7,14,12,3,11,-13,-3,2,BOU - WHU
2,17,10,2.24,3.65,3.05,4,5,17,6,5,15,-23,-23,1,BUR - NOT
3,11,9,3.45,4,1.97,14,4,8,17,2,7,1,24,2,FUL - MUN
4,0,5,1.7,4.25,4.5,12,3,11,10,9,7,3,4,0,LIV - EVE
5,16,1,4,3.75,1.89,5,9,12,11,5,10,-8,4,2,LUT - AST
6,3,18,1.55,4.4,5.75,14,6,6,6,6,14,18,-17,0,MCI - BRE
7,4,8,1.69,4.15,4.7,16,4,6,12,8,6,11,10,0,NEW - CRY
8,13,15,2.65,3.4,2.65,5,8,13,9,8,9,-17,4,1,SHU - WOL
9,2,12,2.3,3.85,2.85,6,5,15,12,5,9,-16,8,2,TOT - ARS
10,14,5,1.78,3.8,4.45,12,9,6,10,9,8,13,3,2,BHA - EVE
11,19,3,4.85,4.2,1.66,5,7,15,15,6,6,-15,21,0,BOU - MCI
12,18,2,2.85,3.55,2.45,6,6,15,6,5,16,-20,-17,2,BRE - TOT
13,17,7,4,3.8,1.88,4,6,17,15,5,7,-23,20,2,BUR - CHE
14,8,1,2.75,3.65,2.45,12,8,7,12,5,10,7,7,2,CRY - AST
15,11,16,1.9,3.75,3.95,14,4,9,5,9,13,0,-11,1,FUL - LUT
16,9,12,2.16,4.05,3,18,2,7,13,5,9,25,9,2,MUN - ARS
17,4,0,2.05,4.1,3.2,17,4,6,13,3,11,14,4,2,NEW - LIV
18,10,15,2.45,3.65,2.8,6,6,15,9,9,9,-23,4,0,NOT - WOL
19,13,6,3.4,3.6,2.12,5,9,13,13,3,11,-17,-1,0,SHU - WHU
20,19,2,3.9,3.8,1.89,6,7,15,7,5,16,-13,-16,1,BOU - TOT
21,18,9,2.95,3.7,2.3,6,6,16,18,2,8,-21,23,0,BRE - MUN
22,17,14,3.8,3.7,1.94,4,6,18,12,9,7,-24,12,1,BUR - BHA
23,7,15,1.6,4.25,5.5,16,5,7,9,9,10,21,1,0,CHE - WOL
24,8,11,1.9,3.85,3.85,12,8,8,14,5,9,6,0,0,CRY - FUL
25,5,4,2.8,3.55,2.45,11,9,8,17,4,7,4,13,0,EVE - NEW
26,0,1,2,4.1,3.3,14,3,11,13,5,10,5,8,0,LIV - AST
27,16,12,4.6,4.05,1.71,5,10,13,14,5,9,-11,11,0,LUT - ARS
28,3,13,1.33,5.5,8.75,15,6,7,6,9,13,19,-16,0,MCI - SHU
29,10,6,3.1,3.75,2.19,7,6,15,13,3,12,-20,-2,2,NOT - WHU
30,1,4,2.21,3.75,3.05,13,5,11,17,4,8,7,11,0,AST - NEW
31,14,15,1.65,4.05,5,12,10,7,9,9,11,12,0,2,BHA - WOL
32,7,6,1.87,3.9,3.9,17,5,7,14,3,12,22,-1,1,CHE - WHU
33,8,12,3.1,3.8,2.18,13,8,8,14,5,10,8,10,2,CRY - ARS
34,5,17,1.79,3.75,4.55,12,9,8,4,7,18,6,-24,2,EVE - BUR
35,11,0,3.35,4.1,2,14,5,10,15,3,11,-2,6,0,FUL - LIV
36,16,18,3,3.35,2.4,6,10,13,7,6,16,-10,-20,2,LUT - BRE
37,9,19,1.38,5.25,7.5,18,2,9,6,8,15,22,-13,2,MUN - BOU
38,10,3,4.3,4.3,1.72,7,6,16,16,6,7,-21,22,0,NOT - MCI
39,13,2,3.8,3.8,1.93,6,9,14,7,6,16,-19,-16,2,SHU - TOT
40,12,0,1.91,4.25,3.5,15,5,10,15,3,12,12,4,0,ARS - LIV
41,14,6,1.94,3.8,3.75,12,10,8,14,4,12,9,-1,0,BHA - WHU
42,18,8,2.21,3.5,3.25,8,6,16,13,8,9,-19,6,0,BRE - CRY
43,17,15,2.6,3.45,2.7,5,7,18,10,9,11,-23,3,0,BUR - WOL
44,7,3,2.3,3.85,2.8,17,6,7,16,6,8,22,20,1,CHE - MCI
45,5,1,2.7,3.5,2.55,12,9,9,14,5,11,5,8,1,EVE - AST
46,11,4,3.4,3.8,2.05,15,5,10,17,4,9,0,10,0,FUL - NEW
47,16,19,2.25,3.45,3.2,6,10,14,7,8,15,-11,-12,2,LUT - BOU
48,9,13,1.4,5.25,7.25,18,2,10,6,9,15,21,-21,0,MUN - SHU
49,2,10,1.48,4.8,6,8,6,16,8,6,16,-14,-19,0,TOT - NOT
50,12,4,1.98,3.95,3.5,16,5,10,17,4,10,13,9,2,ARS - NEW
51,18,0,2.85,3.8,2.3,9,6,16,15,3,13,-18,3,0,BRE - LIV
52,8,19,1.74,3.9,4.65,13,8,10,8,8,15,5,-11,2,CRY - BOU
53,11,1,3.25,3.7,2.14,16,5,10,14,6,11,1,8,0,FUL - AST
54,3,14,1.88,4,3.8,16,7,8,13,10,8,20,10,0,MCI - BHA
55,10,9,3.7,4.2,1.86,8,6,17,19,2,10,-20,25,2,NOT - MUN
56,13,16,2.13,3.5,3.45,6,9,16,6,10,15,-25,-12,0,SHU - LUT
57,2,7,2.23,3.8,3,9,6,16,17,7,7,-13,22,1,TOT - CHE
58,6,17,1.6,4.2,5.5,14,4,13,6,7,18,-2,-22,1,WHU - BUR
59,15,5,2.45,3.4,2.95,10,9,12,12,10,9,2,5,2,WOL - EVE
60,12,1,1.92,3.95,3.65,16,5,11,14,6,12,10,7,0,ARS - AST
61,18,4,2.95,3.5,2.4,10,6,16,18,4,10,-17,12,0,BRE - NEW
62,17,3,4.55,4.15,1.71,6,8,18,17,7,8,-22,21,1,BUR - MCI
63,7,9,2.06,4,3.2,17,8,7,20,2,10,22,28,2,CHE - MUN
64,8,13,1.77,3.85,4.5,13,8,11,7,9,16,4,-23,0,CRY - SHU
65,5,11,1.9,3.7,4,13,10,9,17,5,10,7,2,1,EVE - FUL
66,0,19,1.38,5.25,7.5,15,3,14,9,8,15,2,-10,1,LIV - BOU
67,10,16,1.95,3.8,3.7,8,6,18,6,10,16,-23,-14,0,NOT - LUT
68,2,14,2.18,3.75,3.15,9,7,16,13,10,9,-13,9,0,TOT - BHA
69,6,15,1.81,3.85,4.3,14,5,13,10,9,13,-2,0,1,WHU - WOL
70,1,18,1.78,3.8,4.45,14,6,13,11,6,16,6,-14,0,AST - BRE
71,14,9,2.14,3.9,3.1,13,10,10,21,2,10,7,29,0,BHA - MUN
72,8,10,1.8,4.05,4.1,14,8,11,9,6,18,5,-20,2,CRY - NOT
73,11,12,3.7,3.95,1.92,17,6,10,17,5,11,2,11,0,FUL - ARS
74,16,7,4.35,3.9,1.78,6,10,17,17,8,8,-17,21,2,LUT - CHE
75,3,15,1.48,4.7,6.25,17,8,8,10,10,13,21,0,1,MCI - WOL
76,4,19,1.43,4.75,7.25,18,4,11,9,9,15,9,-10,0,NEW - BOU
77,13,0,3.9,4.1,1.83,7,9,17,15,4,14,-24,2,2,SHU - LIV
78,2,17,1.48,4.6,6.5,10,7,16,6,9,18,-11,-22,1,TOT - BUR
79,6,5,1.96,3.65,3.8,14,6,13,13,11,9,-2,7,2,WHU - EVE
80,14,7,2.21,3.7,3.1,14,10,10,18,8,8,9,23,0,ARS - NOT
81,18,0,2.85,3.8,2.3,11,6,17,16,4,14,-15,5,2,AST - BHA
82,17,12,4.2,3.95,1.8,6,10,18,17,5,12,-22,10,2,BUR - NEW
83,16,6,3.55,3.65,2.04,6,10,18,14,6,14,-19,-3,0,CHE - FUL
84,9,3,2.3,4.05,2.75,21,2,11,17,9,8,27,21,1,EVE - BOU
85,4,11,1.53,4.5,5.75,19,4,11,18,6,10,12,3,0,LIV - WOL
86,10,19,1.99,3.75,3.6,10,6,18,9,9,16,-18,-13,1,LUT - MCI
87,13,1,3.75,3.7,1.96,7,9,18,15,6,13,-27,7,0,MUN - TOT
88,2,8,1.71,4.15,4.5,10,8,16,14,8,12,-11,3,2,SHU - BRE
89,15,5,2.45,3.4,2.95,10,11,13,14,11,9,0,8,0,WHU - CRY
90,12,9,1.97,4.15,3.35,0,0,1,0,1,0,-1,0,2,ARS - MUN
91,1,19,1.47,4.55,6.75,1,0,0,0,0,1,1,-2,0,AST - BOU
92,14,10,1.48,4.7,6.25,1,0,0,1,0,0,1,2,1,BHA - NOT
93,8,3,3.3,3.9,2.05,0,0,1,0,1,0,-2,0,1,CRY - MCI
94,11,18,2.5,3.45,2.8,0,1,0,0,1,0,0,0,2,FUL - BRE
95,0,5,1.7,4.25,4.5,0,1,0,0,0,1,0,-3,1,LIV - EVE
96,16,7,4.35,3.9,1.78,1,0,0,0,0,1,1,-1,0,LUT - CHE
97,4,17,1.46,4.65,6.75,0,1,0,1,0,0,0,1,2,NEW - BUR
98,2,13,1.47,4.65,6.5,1,0,0,0,0,1,2,-1,0,TOT - SHU
99,15,6,2.7,3.55,2.55,1,0,0,0,0,1,3,-1,0,WOL - WHU
100,12,8,1.59,4.4,5.25,0,0,2,0,1,1,-2,-2,1,ARS - CRY
101,1,14,2.22,3.7,3.1,2,0,0,1,1,0,3,1,0,AST - BHA
102,18,17,1.85,3.65,4.35,1,1,0,2,0,0,1,2,0,BRE - BUR
103,11,5,2.6,3.5,2.7,0,1,1,0,1,1,-1,-3,2,FUL - EVE
104,0,6,1.85,4.2,3.75,0,2,0,0,0,2,0,-2,0,LIV - WHU
105,9,4,2.04,4.05,3.25,1,1,0,0,1,1,1,-1,2,MUN - NEW
106,10,7,3.75,4,1.9,1,1,0,0,0,2,2,-2,2,NOT - CHE
107,13,3,4.7,4.15,1.69,0,0,2,0,2,0,-2,0,0,SHU - MCI
108,2,19,1.45,4.7,7,2,0,0,0,0,2,3,-4,0,TOT - BOU
109,15,16,1.82,3.75,4.35,2,0,0,2,0,0,4,2,1,WOL - LUT
110,12,13,1.39,5,7.75,0,1,2,1,0,2,-2,-1,0,ARS - SHU
111,1,7,2.3,3.75,2.95,3,0,0,1,0,2,6,1,1,AST - CHE
112,19,3,4.85,4.2,1.66,0,0,3,0,2,1,-7,-1,0,BOU - MCI
113,18,9,2.95,3.7,2.3,2,1,0,1,1,1,2,0,1,BRE - MUN
114,8,4,2.85,3.7,2.35,0,2,1,1,1,1,-2,0,2,CRY - NEW
115,5,17,1.79,3.75,4.55,1,1,1,2,0,1,-2,1,0,EVE - BUR
116,11,6,2.9,3.65,2.35,0,1,2,0,0,3,-2,-3,2,FUL - WHU
117,10,16,1.95,3.8,3.7,1,1,1,2,1,0,-1,2,2,NOT - LUT
118,2,14,2.18,3.75,3.15,3,0,0,1,1,1,6,-2,2,TOT - BHA
119,15,0,3.05,3.9,2.17,2,1,0,1,2,0,4,1,2,WOL - LIV
0,12,7,2.03,3.9,3.35,3,1,2,2,2,2,6,2,1,ARS - CHE
1,1,2,2.15,3.8,3.15,4,1,1,4,1,1,7,7,0,AST - TOT
2,14,4,2.15,3.75,3.2,3,1,2,3,1,2,2,1,0,BHA - NEW
3,18,19,1.8,3.7,4.6,4,2,0,2,0,4,5,-5,0,BRE - BOU
4,5,13,1.77,3.75,4.7,3,1,2,1,0,5,3,-9,0,EVE - SHU
5,11,16,1.9,3.75,3.95,2,1,3,4,1,1,-3,3,2,FUL - LUT
6,0,17,1.41,5.25,7,2,2,2,3,0,3,0,0,1,LIV - BUR
7,3,10,1.34,5.75,8,0,2,4,2,1,3,-7,-6,0,MCI - NOT
8,6,8,1.88,3.85,3.95,3,0,3,0,2,4,2,-8,0,WHU - CRY
9,15,9,3.15,3.85,2.13,2,1,3,2,2,2,0,0,2,WOL - MUN
10,1,3,2.5,3.8,2.6,5,1,1,1,2,4,8,-4,2,AST - MCI
11,18,14,2.95,3.45,2.4,5,2,0,4,1,2,7,5,1,BRE - BHA
12,7,4,2.07,3.85,3.3,2,3,2,3,1,3,2,-2,2,CHE - NEW
13,5,19,1.74,3.8,4.8,4,1,2,2,0,5,4,-7,2,EVE - BOU
14,11,17,2,3.7,3.65,2,1,4,3,1,3,-4,0,0,FUL - BUR
15,0,9,2.07,4.3,3.05,2,3,2,3,2,2,0,2,0,LIV - MUN
16,10,12,3.95,4.1,1.82,2,1,4,3,2,2,-9,6,2,NOT - ARS
17,13,6,3.4,3.6,2.12,1,0,6,4,0,3,-10,4,1,SHU - WHU
18,2,16,1.43,4.85,7.25,4,1,2,5,1,1,6,4,0,TOT - LUT
19,15,8,2.3,3.55,3,2,1,4,0,2,5,-2,-10,0,WOL - CRY
20,12,1,1.92,3.95,3.65,4,2,2,5,1,2,9,4,1,ARS - AST
21,14,5,1.78,3.8,4.45,4,2,2,4,1,3,5,3,0,BHA - EVE
22,17,16,2.08,3.55,3.55,3,1,4,5,1,2,-1,1,2,BUR - LUT
23,7,18,1.69,4,4.9,2,3,3,5,3,0,1,7,0,CHE - BRE
24,8,0,2.8,3.95,2.3,0,2,6,3,3,2,-11,3,2,CRY - LIV
25,11,9,3.45,4,1.97,3,1,4,3,2,3,-3,-1,1,FUL - MUN
26,10,4,3.6,3.95,1.94,2,1,5,4,1,3,-12,-1,2,NOT - NEW
27,2,3,2.45,3.9,2.65,5,1,2,2,2,4,9,0,2,TOT - MCI
28,6,19,1.56,4.25,5.75,4,1,3,3,0,5,4,-6,2,WHU - BOU
29,15,13,1.89,3.65,4.1,3,1,4,1,1,6,-1,-10,1,WOL - SHU
30,12,2,1.93,4,3.6,4,3,2,5,1,3,9,8,1,ARS - TOT
31,7,5,1.73,3.95,4.65,3,3,3,4,1,4,5,1,0,CHE - EVE
32,11,8,2.45,3.65,2.75,3,2,4,0,2,7,-3,-12,1,FUL - CRY
33,3,16,1.3,5.75,9.5,3,2,4,6,1,2,1,2,0,MCI - LUT
34,9,17,1.41,5,7,3,3,3,3,1,5,-1,-2,1,MUN - BUR
35,4,1,2.05,3.8,3.35,5,1,3,5,2,2,0,4,0,NEW - AST
36,10,18,2.6,3.55,2.65,2,1,6,5,3,1,-13,3,0,NOT - BRE
37,13,0,3.9,4.1,1.83,1,2,6,4,3,2,-10,4,2,SHU - LIV
38,6,14,2.45,3.6,2.8,4,1,4,5,2,2,2,7,0,WHU - BHA
39,15,19,1.85,3.7,4.25,3,2,4,4,0,5,-1,-4,2,WOL - BOU
40,18,1,2.8,3.5,2.5,5,3,2,5,2,3,1,2,1,BRE - AST
41,17,8,2.75,3.55,2.5,3,2,5,0,3,7,-2,-12,0,BUR - CRY
42,7,6,1.87,3.9,3.9,4,3,3,5,1,4,7,3,0,CHE - WHU
43,5,10,1.8,3.9,4.25,4,1,5,3,1,6,-1,-11,0,EVE - NOT
44,0,19,1.38,5.25,7.5,5,3,2,5,0,5,5,-2,0,LIV - BOU
45,16,9,4.3,4.15,1.74,6,1,3,3,4,3,0,-1,2,LUT - MUN
46,3,12,1.97,4.05,3.45,4,2,4,4,4,2,3,9,0,MCI - ARS
47,13,11,2.45,3.5,2.85,1,2,7,3,3,4,-11,-3,1,SHU - FUL
48,2,4,2.17,3.8,3.1,5,2,3,6,1,3,8,2,0,TOT - NEW
49,15,14,3.1,3.55,2.25,3,2,5,5,2,3,-3,6,1,WOL - BHA
50,18,2,2.85,3.55,2.45,5,4,2,6,2,3,1,9,1,BRE - TOT
51,17,13,2.17,3.5,3.35,4,2,5,1,3,7,-1,-11,2,BUR - SHU
52,7,15,1.6,4.25,5.5,5,3,3,3,3,5,11,-3,0,CHE - WOL
53,8,9,2.9,3.9,2.25,0,3,8,4,4,3,-13,2,0,CRY - MUN
54,5,1,2.7,3.5,2.55,5,1,5,5,3,3,0,2,0,EVE - AST
55,11,19,1.94,3.7,3.85,3,4,4,5,0,6,-3,-3,0,FUL - BOU
56,0,14,2.07,4,3.15,6,3,2,5,3,3,6,6,0,LIV - BHA
57,16,12,4.6,4.05,1.71,6,1,4,4,4,3,-3,6,2,LUT - ARS
58,4,3,2.4,3.85,2.75,6,1,4,5,2,4,1,6,2,NEW - MCI
59,10,6,3.1,3.75,2.19,3,1,7,5,1,5,-12,-1,2,NOT - WHU
60,12,4,1.98,3.95,3.5,5,4,3,6,1,5,7,0,0,ARS - NEW
61,1,6,1.99,3.8,3.6,5,3,4,6,1,5,1,0,1,AST - WHU
62,14,11,1.55,4.4,5.75,5,3,4,4,4,4,2,-2,0,BHA - FUL
63,17,19,2.13,3.5,3.45,4,2,6,5,0,7,-3,-4,1,BUR - BOU
64,7,0,2,4.15,3.3,6,3,3,7,3,2,14,10,1,CHE - LIV
65,8,16,1.7,4,4.8,1,3,8,6,1,5,-11,-4,0,CRY - LUT
66,5,2,2.75,3.55,2.5,6,1,5,6,3,3,1,9,0,EVE - TOT
67,3,18,1.55,4.4,5.75,6,2,4,5,5,2,7,1,0,MCI - BRE
68,10,15,2.45,3.65,2.8,3,1,8,3,3,6,-13,-6,1,NOT - WOL
69,13,9,4.05,4.05,1.81,2,3,7,4,4,4,-9,0,0,SHU - MUN
70,1,15,1.69,4.05,4.85,5,4,4,3,4,6,1,-6,0,AST - WOL
71,19,9,4.15,4.1,1.78,5,1,7,4,4,5,-4,-1,2,BOU - MUN
72,18,12,3.15,3.6,2.21,5,5,3,6,4,3,-1,9,2,BRE - ARS
73,17,14,3.8,3.7,1.94,4,3,6,6,3,4,-3,4,0,BUR - BHA
74,8,13,1.77,3.85,4.5,2,3,8,3,3,7,-9,-8,1,CRY - SHU
75,11,7,3.5,3.8,2,4,4,5,6,4,3,-4,14,0,FUL - CHE
76,16,4,4.2,3.85,1.82,6,1,6,6,1,6,-6,-2,2,LUT - NEW
77,3,5,1.58,4.35,5.5,7,2,4,7,1,5,9,4,1,MCI - EVE
78,10,0,3.55,4.25,1.88,3,2,8,7,4,2,-13,10,2,NOT - LIV
79,6,2,2.35,3.7,2.85,6,2,5,6,3,4,0,6,1,WHU - TOT
80,1,0,2.14,4.05,3.05,6,4,4,8,4,2,3,11,1,AST - LIV
81,17,7,4,3.8,1.88,5,3,6,6,4,4,-2,13,0,BUR - CHE
82,8,19,1.74,3.9,4.65,2,4,8,5,1,8,-9,-5,0,CRY - BOU
83,5,12,3,3.6,2.3,7,2,5,7,4,3,4,11,1,EVE - ARS
84,11,10,2.03,3.85,3.4,5,4,5,3,2,9,-3,-14,2,FUL - NOT
85,16,13,2.3,3.45,3.1,6,1,7,3,4,7,-7,-8,1,LUT - SHU
86,9,14,2.04,3.95,3.3,5,4,5,6,3,5,0,3,2,MUN - BHA
87,4,18,1.72,3.95,4.75,7,1,6,5,5,4,-1,-3,0,NEW - BRE
88,6,3,2.75,3.8,2.4,6,3,5,7,3,4,0,9,1,WHU - MCI
89,15,2,3,3.65,2.3,3,4,7,6,4,4,-8,6,1,WOL - TOT
90,12,6,1.79,4.05,4.15,7,5,3,6,4,5,11,0,0,ARS - WHU
91,19,13,2.25,3.45,3.2,5,1,9,3,5,7,-9,-8,2,BOU - SHU
92,18,16,1.76,3.75,4.75,5,5,5,6,2,7,-5,-7,0,BRE - LUT
93,17,10,2.24,3.65,3.05,6,3,6,4,2,9,-1,-11,0,BUR - NOT
94,8,14,2.85,3.65,2.4,3,4,8,7,3,5,-5,4,1,CRY - BHA
95,11,1,3.25,3.7,2.14,5,4,6,6,5,4,-6,3,2,FUL - AST
96,3,15,1.48,4.7,6.25,7,4,4,3,5,7,9,-8,0,MCI - WOL
97,9,7,2.09,4,3.15,5,4,6,6,4,5,-1,12,1,MUN - CHE
98,4,5,1.76,3.9,4.5,8,1,6,7,3,5,1,4,0,NEW - EVE
99,2,0,2.1,4.1,3.05,6,5,4,8,5,2,6,11,0,TOT - LIV
100,18,5,2.3,3.35,3.15,6,5,5,7,3,6,-3,3,2,BRE - EVE
101,17,1,3.65,3.7,1.99,7,3,6,7,5,4,0,7,1,BUR - AST
102,8,7,2.95,3.7,2.3,3,5,8,6,5,5,-5,12,0,CRY - CHE
103,11,2,3.25,3.8,2.1,5,4,7,7,5,4,-10,8,2,FUL - TOT
104,0,3,2.35,4.15,2.65,8,5,3,8,4,4,9,12,1,LIV - MCI
105,16,19,2.25,3.45,3.2,6,2,8,5,1,10,-9,-11,1,LUT - BOU
106,4,6,1.91,3.9,3.75,9,1,6,6,4,6,2,-1,1,NEW - WHU
107,10,9,3.7,4.2,1.86,4,2,10,5,5,6,-12,-1,2,NOT - MUN
108,13,14,3.95,3.7,1.92,4,5,7,7,4,5,-6,4,2,SHU - BHA
109,15,12,3.35,3.75,2.07,3,5,8,8,5,3,-11,12,2,WOL - ARS
110,19,14,4.05,3.75,1.88,5,2,10,8,4,5,-11,5,2,BOU - BHA
111,18,6,2.6,3.45,2.7,6,5,6,6,5,6,-4,-1,0,BRE - WHU
112,8,10,1.8,4.05,4.1,4,5,8,4,2,11,-3,-13,0,CRY - NOT
113,0,12,2.2,4.1,2.9,8,6,3,9,5,3,9,13,2,LIV - ARS
114,16,5,3.1,3.4,2.35,6,3,8,8,3,6,-9,4,0,LUT - EVE
115,3,11,1.39,5.25,7.25,8,5,4,5,4,8,12,-13,0,MCI - FUL
116,9,1,1.97,4.05,3.45,6,5,6,7,6,4,0,7,0,MUN - AST
117,4,15,1.63,4.15,5.25,9,2,6,3,5,9,2,-12,2,NEW - WOL
118,13,7,4.1,3.8,1.85,4,5,8,6,5,6,-7,10,2,SHU - CHE
119,2,17,1.48,4.6,6.5,8,5,4,7,4,6,11,0,0,TOT - BUR
0,12,16,1.35,5.25,8.5,14,6,10,12,5,13,11,-11,0,ARS - LUT
1,1,5,1.82,3.8,4.25,13,9,8,14,4,12,16,0,0,AST - EVE
2,14,0,2.08,4,3.15,15,5,10,14,8,8,15,17,0,BHA - LIV
3,19,11,2.5,3.5,2.8,9,5,16,5,7,18,-18,-34,0,BOU - FUL
4,3,4,1.87,4.1,3.75,15,7,8,14,3,13,19,-1,1,MCI - NEW
5,9,8,1.62,4.45,4.85,13,9,8,9,7,14,15,-8,0,MUN - CRY
6,13,17,2.25,3.45,3.2,11,6,13,9,6,15,-14,-12,1,SHU - BUR
7,2,18,1.75,3.9,4.55,16,5,9,11,7,12,18,-8,0,TOT - BRE
8,6,10,1.6,4.35,5.25,13,9,8,9,2,19,10,-21,0,WHU - NOT
9,15,7,3.2,3.65,2.17,8,9,13,12,9,9,-12,18,2,WOL - CHE
10,19,17,2.3,3.45,3.1,10,5,16,9,7,15,-17,-12,1,BOU - BUR
11,18,3,3.4,3.7,2.08,11,7,13,15,8,8,-9,19,0,BRE - MCI
12,11,14,3.4,3.7,2.08,5,7,19,16,5,10,-35,16,1,FUL - BHA
13,0,7,2.12,4.05,3.05,14,8,9,13,9,9,16,21,1,LIV - CHE
14,16,8,2.95,3.55,2.35,12,5,14,9,7,15,-14,-10,2,LUT - CRY
15,9,13,1.4,5.25,7.25,14,9,8,11,7,13,17,-14,0,MUN - SHU
16,4,12,2.25,3.8,2.95,14,4,13,15,6,10,-1,14,2,NEW - ARS
17,2,5,1.79,3.9,4.35,17,5,9,14,4,13,19,-1,0,TOT - EVE
18,6,1,2.35,3.65,2.9,14,9,8,14,9,8,11,17,0,WHU - AST
19,15,10,1.93,3.8,3.75,8,9,14,9,2,20,-15,-22,0,WOL - NOT
20,12,18,1.63,4.15,5.25,16,6,10,12,7,13,16,-8,0,ARS - BRE
21,14,17,1.48,4.5,6.5,16,6,10,9,8,15,16,-12,0,BHA - BUR
22,7,11,1.5,4.6,6,13,10,9,5,8,19,21,-35,1,CHE - FUL
23,5,3,3.25,3.7,2.14,14,4,14,15,8,9,-4,18,1,EVE - MCI
24,0,10,1.41,5.5,6.5,14,9,9,9,2,21,16,-25,2,LIV - NOT
25,9,19,1.38,5.25,7.5,15,9,8,10,6,16,19,-17,1,MUN - BOU
26,4,16,1.41,4.9,7.5,14,4,14,12,5,15,-3,-15,2,NEW - LUT
27,13,8,2.85,3.5,2.45,11,7,14,10,7,15,-16,-9,1,SHU - CRY
28,2,6,1.95,3.85,3.65,18,5,9,15,9,8,22,12,1,TOT - WHU
29,15,1,3,3.6,2.3,9,9,14,14,9,9,-12,16,1,WOL - AST
30,12,5,1.66,4.1,4.95,17,6,10,14,5,14,17,-4,1,ARS - EVE
31,14,9,2.14,3.9,3.1,17,6,10,15,10,8,20,19,0,BHA - MUN
32,19,8,2.9,3.5,2.4,10,7,16,10,8,15,-17,-9,2,BOU - CRY
33,18,4,2.95,3.5,2.4,12,7,14,14,4,15,-9,-6,1,BRE - NEW
34,7,17,1.44,4.75,7,13,11,9,9,8,16,21,-16,1,CHE - BUR
35,0,1,2,4.1,3.3,14,9,10,14,10,9,15,16,1,LIV - AST
36,3,6,1.7,4.25,4.5,15,9,9,15,10,8,18,12,2,MCI - WHU
37,10,11,2.23,3.75,3,10,2,21,5,9,19,-24,-35,0,NOT - FUL
38,13,16,2.13,3.5,3.45,11,8,14,13,5,15,-16,-12,2,SHU - LUT
39,2,15,1.65,4.15,4.95,18,6,9,9,10,14,22,-12,0,TOT - WOL
40,18,8,2.21,3.5,3.25,12,8,14,11,8,15,-9,-8,0,BHA - CHE
41,5,4,2.8,3.55,2.45,14,6,14,14,5,15,-4,-6,1,BRE - LIV
42,11,15,2.35,3.55,3,5,9,20,9,10,15,-37,-16,0,BUR - ARS
43,0,12,2.2,4.1,2.9,14,10,10,17,7,10,15,17,0,LUT - WHU
44,16,7,4.35,3.9,1.78,14,5,15,13,12,9,-9,21,1,MUN - MCI
45,3,17,1.34,5.5,8.5,15,9,10,9,9,16,16,-16,1,NEW - FUL
46,9,14,2.04,3.95,3.3,15,10,9,18,6,10,18,21,0,NOT - BOU
47,10,1,3.4,3.85,2.02,11,2,21,14,11,9,-22,16,2,SHU - AST
48,13,19,2.18,3.45,3.35,11,8,15,10,7,17,-19,-18,0,TOT - CRY
49,2,6,1.95,3.85,3.65,19,6,9,16,10,8,26,14,0,WOL - EVE
50,19,10,2.35,3.65,2.9,0,0,1,1,0,0,-3,1,2,BOU - NOT
51,18,17,1.85,3.65,4.35,0,0,1,0,0,1,-1,-1,0,BRE - BUR
52,7,12,2.19,3.85,3.05,1,0,0,0,1,0,2,0,0,CHE - ARS
53,8,1,2.75,3.65,2.45,1,0,0,0,0,1,1,-1,2,CRY - AST
54,0,5,1.7,4.25,4.5,0,1,0,1,0,0,0,1,0,LIV - EVE
55,16,15,2.8,3.45,2.55,0,0,1,1,0,0,-2,1,2,LUT - WOL
56,3,11,1.39,5.25,7.25,1,0,0,0,0,1,1,-1,0,MCI - FUL
57,9,4,2.04,4.05,3.25,1,0,0,0,0,1,2,-1,1,MUN - NEW
58,2,13,1.47,4.65,6.5,0,1,0,1,0,0,0,3,0,TOT - SHU
59,6,14,2.45,3.6,2.8,0,1,0,0,0,1,0,-2,2,WHU - BHA
60,1,17,1.51,4.45,6.25,1,0,1,0,0,2,1,-4,0,AST - BUR
61,14,2,2.09,3.8,3.3,1,0,1,1,1,0,-1,1,0,BHA - TOT
